idGame,idTeam,possessions
20700102,1610612756,98
20700102,1610612752,98
20700101,1610612759,98
20700101,1610612747,99
20700104,1610612762,96
20700104,1610612761,95
20700105,1610612764,95
20700105,1610612754,95
20700111,1610612755,88
20700111,1610612740,88
20700112,1610612758,94
20700112,1610612750,95
20700114,1610612757,98
20700114,1610612743,97
20700110,1610612749,91
20700110,1610612763,92
20700106,1610612766,93
20700106,1610612737,92
20700109,1610612760,97
20700109,1610612748,97
20700113,1610612747,94
20700113,1610612745,93
20700107,1610612753,104
20700107,1610612739,104
20700115,1610612752,98
20700115,1610612746,97
20700108,1610612751,87
20700108,1610612738,88
20700116,1610612744,97
20700116,1610612765,97
20700117,1610612759,90
20700117,1610612742,91
20700118,1610612756,103
20700118,1610612741,102
20700125,1610612740,104
20700125,1610612763,103
20700119,1610612761,96
20700119,1610612754,95
20700127,1610612764,97
20700127,1610612750,98
20700128,1610612758,113
20700128,1610612752,113
20700123,1610612760,109
20700123,1610612737,110
20700124,1610612762,96
20700124,1610612739,97
20700121,1610612748,92
20700121,1610612738,92
20700122,1610612753,96
20700122,1610612751,97
20700129,1610612747,92
20700129,1610612765,91
20700126,1610612759,86
20700126,1610612745,86
20700130,1610612746,97
20700130,1610612744,98
20700120,1610612757,91
20700120,1610612755,92
20700132,1610612760,97
20700132,1610612766,98
20700131,1610612764,92
20700131,1610612757,90
20700135,1610612740,82
20700135,1610612750,81
20700139,1610612752,93
20700139,1610612743,92
20700136,1610612749,95
20700136,1610612737,94
20700138,1610612763,102
20700138,1610612742,102
20700133,1610612762,99
20700133,1610612754,98
20700137,1610612756,103
20700137,1610612745,102
20700140,1610612746,86
20700140,1610612741,86
20700134,1610612751,96
20700134,1610612748,95
20700141,1610612761,99
20700141,1610612744,100
20700143,1610612758,89
20700143,1610612765,88
20700142,1610612753,93
20700142,1610612738,94
20700144,1610612747,98
20700144,1610612741,99
20700145,1610612757,92
20700145,1610612766,93
20700146,1610612760,101
20700146,1610612763,101
20700147,1610612753,97
20700147,1610612740,95
20700148,1610612762,92
20700148,1610612751,91
20700149,1610612764,91
20700149,1610612755,91
20700156,1610612758,101
20700156,1610612756,100
20700155,1610612743,105
20700155,1610612741,104
20700154,1610612761,88
20700154,1610612742,88
20700150,1610612759,87
20700150,1610612737,88
20700152,1610612747,102
20700152,1610612754,103
20700151,1610612749,91
20700151,1610612739,92
20700153,1610612752,100
20700153,1610612744,100
20700157,1610612764,104
20700157,1610612766,103
20700163,1610612761,91
20700163,1610612763,92
20700164,1610612740,91
20700164,1610612754,90
20700165,1610612750,88
20700165,1610612739,89
20700162,1610612749,98
20700162,1610612747,97
20700168,1610612757,89
20700168,1610612751,89
20700161,1610612752,84
20700161,1610612765,83
20700159,1610612748,88
20700159,1610612737,88
20700160,1610612745,96
20700160,1610612742,95
20700169,1610612746,102
20700169,1610612743,102
20700158,1610612744,96
20700158,1610612738,98
20700167,1610612758,101
20700167,1610612756,101
20700166,1610612759,95
20700166,1610612753,94
20700181,1610612760,95
20700181,1610612751,94
20700170,1610612764,92
20700170,1610612744,94
20700177,1610612750,106
20700177,1610612743,107
20700175,1610612754,99
20700175,1610612742,100
20700178,1610612762,94
20700178,1610612740,95
20700180,1610612758,88
20700180,1610612757,88
20700173,1610612748,87
20700173,1610612745,88
20700174,1610612755,83
20700174,1610612765,81
20700171,1610612753,95
20700171,1610612766,94
20700172,1610612747,96
20700172,1610612738,96
20700179,1610612756,103
20700179,1610612746,102
20700176,1610612759,97
20700176,1610612763,96
20700185,1610612766,88
20700185,1610612738,89
20700187,1610612764,101
20700187,1610612763,102
20700188,1610612750,83
20700188,1610612737,84
20700190,1610612749,87
20700190,1610612742,86
20700189,1610612745,97
20700189,1610612743,95
20700183,1610612761,90
20700183,1610612739,90
20700186,1610612753,93
20700186,1610612748,94
20700191,1610612740,89
20700191,1610612746,88
20700182,1610612752,95
20700182,1610612741,93
20700184,1610612755,102
20700184,1610612744,103
20700195,1610612760,88
20700195,1610612759,87
20700192,1610612761,88
20700192,1610612741,89
20700193,1610612754,102
20700193,1610612739,104
20700194,1610612762,91
20700194,1610612765,93
20700196,1610612751,98
20700196,1610612747,99
20700198,1610612740,97
20700198,1610612750,97
20700200,1610612759,92
20700200,1610612758,92
20700199,1610612764,93
20700199,1610612742,95
20700201,1610612757,90
20700201,1610612753,91
20700202,1610612746,91
20700202,1610612745,93
20700197,1610612762,91
20700197,1610612752,91
20700203,1610612756,103
20700203,1610612744,103
20700209,1610612754,112
20700209,1610612743,114
20700207,1610612755,89
20700207,1610612749,88
20700206,1610612748,86
20700206,1610612766,87
20700204,1610612739,99
20700204,1610612738,98
20700205,1610612751,97
20700205,1610612763,96
20700208,1610612741,88
20700208,1610612737,86
20700210,1610612760,97
20700210,1610612747,98
20700220,1610612760,101
20700220,1610612753,101
20700211,1610612761,91
20700211,1610612763,90
20700218,1610612758,101
20700218,1610612744,102
20700215,1610612750,94
20700215,1610612742,94
20700213,1610612749,87
20700213,1610612737,89
20700219,1610612757,95
20700219,1610612754,96
20700214,1610612765,85
20700214,1610612739,84
20700217,1610612756,95
20700217,1610612745,97
20700216,1610612764,88
20700216,1610612759,88
20700212,1610612762,89
20700212,1610612755,89
20700221,1610612752,89
20700221,1610612738,89
20700222,1610612747,102
20700222,1610612743,104
20700223,1610612745,96
20700223,1610612744,97
20700234,1610612760,104
20700234,1610612754,105
20700224,1610612761,88
20700224,1610612739,89
20700229,1610612759,89
20700229,1610612750,88
20700233,1610612746,107
20700233,1610612743,106
20700230,1610612757,86
20700230,1610612742,87
20700227,1610612740,91
20700227,1610612737,91
20700231,1610612762,97
20700231,1610612747,97
20700228,1610612748,94
20700228,1610612738,94
20700232,1610612756,109
20700232,1610612753,107
20700226,1610612752,85
20700226,1610612749,86
20700225,1610612764,87
20700225,1610612755,88
20700237,1610612750,98
20700237,1610612763,99
20700235,1610612764,90
20700235,1610612761,89
20700238,1610612740,97
20700238,1610612742,96
20700240,1610612749,90
20700240,1610612765,89
20700241,1610612758,91
20700241,1610612745,91
20700236,1610612755,98
20700236,1610612751,97
20700239,1610612741,92
20700239,1610612766,93
20700248,1610612760,106
20700248,1610612744,107
20700247,1610612748,103
20700247,1610612743,101
20700246,1610612751,88
20700246,1610612765,87
20700244,1610612746,101
20700244,1610612754,100
20700242,1610612739,91
20700242,1610612738,91
20700245,1610612756,95
20700245,1610612752,94
20700249,1610612753,104
20700249,1610612747,103
20700243,1610612759,83
20700243,1610612757,81
20700252,1610612757,90
20700252,1610612763,91
20700250,1610612761,83
20700250,1610612766,82
20700254,1610612762,92
20700254,1610612748,91
20700253,1610612742,93
20700253,1610612741,93
20700255,1610612753,113
20700255,1610612744,113
20700251,1610612755,91
20700251,1610612737,91
20700259,1610612750,98
20700259,1610612747,98
20700260,1610612762,98
20700260,1610612758,97
20700256,1610612765,91
20700256,1610612737,91
20700258,1610612756,108
20700258,1610612754,109
20700257,1610612751,83
20700257,1610612739,83
20700261,1610612749,84
20700261,1610612746,84
20700272,1610612760,100
20700272,1610612746,100
20700265,1610612741,90
20700265,1610612766,92
20700262,1610612761,100
20700262,1610612756,100
20700264,1610612764,89
20700264,1610612739,88
20700267,1610612740,85
20700267,1610612765,85
20700270,1610612747,103
20700270,1610612743,102
20700268,1610612763,86
20700268,1610612745,87
20700266,1610612752,88
20700266,1610612751,88
20700269,1610612759,94
20700269,1610612742,93
20700271,1610612749,100
20700271,1610612744,101
20700263,1610612755,89
20700263,1610612738,88
20700274,1610612743,104
20700274,1610612742,104
20700273,1610612750,93
20700273,1610612737,94
20700275,1610612757,93
20700275,1610612748,93
20700286,1610612760,95
20700286,1610612749,95
20700282,1610612740,104
20700282,1610612763,104
20700277,1610612764,99
20700277,1610612756,100
20700284,1610612758,94
20700284,1610612746,95
20700279,1610612765,85
20700279,1610612741,84
20700278,1610612753,106
20700278,1610612754,106
20700280,1610612761,97
20700280,1610612738,98
20700281,1610612751,93
20700281,1610612745,94
20700283,1610612762,93
20700283,1610612759,93
20700285,1610612748,100
20700285,1610612744,99
20700276,1610612755,90
20700276,1610612752,90
20700287,1610612739,95
20700287,1610612766,95
20700290,1610612756,95
20700290,1610612750,94
20700293,1610612758,105
20700293,1610612743,105
20700292,1610612762,91
20700292,1610612742,90
20700288,1610612763,94
20700288,1610612737,94
20700289,1610612755,92
20700289,1610612752,92
20700291,1610612741,87
20700291,1610612738,87
20700298,1610612764,90
20700298,1610612751,90
20700294,1610612761,84
20700294,1610612745,83
20700299,1610612760,95
20700299,1610612740,95
20700297,1610612757,96
20700297,1610612749,97
20700296,1610612765,89
20700296,1610612766,88
20700295,1610612748,94
20700295,1610612746,93
20700300,1610612747,105
20700300,1610612744,104
20700305,1610612758,90
20700305,1610612749,88
20700302,1610612753,93
20700302,1610612737,94
20700304,1610612756,97
20700304,1610612748,98
20700303,1610612752,83
20700303,1610612742,82
20700301,1610612755,93
20700301,1610612745,92
20700310,1610612763,94
20700310,1610612765,93
20700306,1610612764,90
20700306,1610612750,89
20700307,1610612761,93
20700307,1610612737,93
20700312,1610612762,92
20700312,1610612757,93
20700308,1610612754,97
20700308,1610612739,98
20700309,1610612751,94
20700309,1610612746,94
20700311,1610612760,100
20700311,1610612741,100
20700313,1610612759,92
20700313,1610612744,94
20700316,1610612746,93
20700316,1610612766,94
20700314,1610612761,83
20700314,1610612742,84
20700322,1610612740,96
20700322,1610612743,97
20700320,1610612753,101
20700320,1610612749,101
20700317,1610612754,96
20700317,1610612741,96
20700323,1610612757,91
20700323,1610612744,91
20700321,1610612745,86
20700321,1610612765,86
20700318,1610612758,83
20700318,1610612738,83
20700324,1610612762,95
20700324,1610612756,96
20700319,1610612760,96
20700319,1610612752,97
20700315,1610612755,92
20700315,1610612750,90
20700325,1610612764,90
20700325,1610612748,90
20700326,1610612759,99
20700326,1610612747,98
20700328,1610612753,91
20700328,1610612766,91
20700333,1610612763,99
20700333,1610612746,101
20700334,1610612760,99
20700334,1610612750,100
20700336,1610612740,88
20700336,1610612742,87
20700329,1610612761,93
20700329,1610612754,93
20700337,1610612762,95
20700337,1610612757,96
20700332,1610612765,91
20700332,1610612737,90
20700330,1610612749,91
20700330,1610612738,91
20700331,1610612751,90
20700331,1610612739,88
20700335,1610612752,95
20700335,1610612741,96
20700338,1610612747,100
20700338,1610612744,102
20700327,1610612758,93
20700327,1610612755,92
20700339,1610612764,90
20700339,1610612758,90
20700345,1610612756,94
20700345,1610612740,93
20700346,1610612750,87
20700346,1610612749,87
20700340,1610612766,89
20700340,1610612737,89
20700349,1610612762,95
20700349,1610612760,96
20700343,1610612748,101
20700343,1610612754,101
20700347,1610612745,82
20700347,1610612742,83
20700344,1610612755,95
20700344,1610612739,96
20700341,1610612753,100
20700341,1610612763,100
20700342,1610612752,91
20700342,1610612751,90
20700348,1610612759,95
20700348,1610612743,94
20700351,1610612761,87
20700351,1610612738,88
20700352,1610612757,91
20700352,1610612743,91
20700350,1610612744,93
20700350,1610612765,93
20700353,1610612747,95
20700353,1610612746,93
20700358,1610612763,104
20700358,1610612744,104
20700359,1610612753,92
20700359,1610612742,90
20700354,1610612762,96
20700354,1610612737,96
20700361,1610612757,80
20700361,1610612740,82
20700357,1610612750,98
20700357,1610612748,98
20700355,1610612749,104
20700355,1610612739,104
20700356,1610612752,101
20700356,1610612754,101
20700360,1610612759,92
20700360,1610612756,91
20700364,1610612761,87
20700364,1610612746,87
20700362,1610612758,98
20700362,1610612751,98
20700363,1610612747,96
20700363,1610612741,96
20700377,1610612760,91
20700377,1610612740,90
20700366,1610612762,96
20700366,1610612766,96
20700372,1610612759,91
20700372,1610612763,91
20700365,1610612764,95
20700365,1610612741,94
20700373,1610612750,98
20700373,1610612744,97
20700371,1610612758,89
20700371,1610612749,90
20700367,1610612748,101
20700367,1610612737,102
20700375,1610612756,98
20700375,1610612742,98
20700368,1610612755,97
20700368,1610612754,96
20700376,1610612761,84
20700376,1610612757,86
20700374,1610612753,96
20700374,1610612745,96
20700369,1610612765,82
20700369,1610612738,84
20700370,1610612752,89
20700370,1610612739,88
20700380,1610612745,113
20700380,1610612743,111
20700378,1610612751,97
20700378,1610612748,97
20700379,1610612747,91
20700379,1610612739,91
20700390,1610612761,100
20700390,1610612760,100
20700384,1610612752,94
20700384,1610612766,94
20700383,1610612764,87
20700383,1610612737,85
20700387,1610612750,102
20700387,1610612754,100
20700388,1610612746,87
20700388,1610612742,88
20700389,1610612757,91
20700389,1610612743,91
20700386,1610612763,90
20700386,1610612765,89
20700385,1610612762,93
20700385,1610612753,93
20700381,1610612741,99
20700381,1610612738,101
20700382,1610612755,96
20700382,1610612747,96
20700394,1610612755,94
20700394,1610612763,94
20700395,1610612740,94
20700395,1610612750,94
20700397,1610612749,93
20700397,1610612766,92
20700391,1610612764,92
20700391,1610612754,93
20700393,1610612762,92
20700393,1610612748,91
20700392,1610612751,98
20700392,1610612744,98
20700399,1610612761,93
20700399,1610612756,93
20700396,1610612745,93
20700396,1610612741,92
20700398,1610612759,91
20700398,1610612746,89
20700404,1610612758,105
20700404,1610612743,107
20700401,1610612745,89
20700401,1610612765,88
20700402,1610612744,95
20700402,1610612739,94
20700403,1610612753,89
20700403,1610612738,90
20700400,1610612752,93
20700400,1610612747,92
20700407,1610612760,86
20700407,1610612757,86
20700405,1610612748,94
20700405,1610612739,93
20700406,1610612756,103
20700406,1610612747,103
20700409,1610612764,96
20700409,1610612766,96
20700413,1610612740,92
20700413,1610612763,92
20700415,1610612749,105
20700415,1610612743,107
20700417,1610612758,85
20700417,1610612738,87
20700410,1610612754,102
20700410,1610612737,101
20700416,1610612762,92
20700416,1610612742,91
20700411,1610612753,96
20700411,1610612752,94
20700412,1610612751,85
20700412,1610612765,85
20700414,1610612759,84
20700414,1610612741,83
20700418,1610612750,103
20700418,1610612744,104
20700408,1610612755,95
20700408,1610612748,94
20700421,1610612760,91
20700421,1610612738,92
20700419,1610612742,96
20700419,1610612739,96
20700420,1610612756,102
20700420,1610612746,101
20700422,1610612740,94
20700422,1610612766,94
20700426,1610612763,93
20700426,1610612745,93
20700430,1610612758,88
20700430,1610612755,87
20700431,1610612757,91
20700431,1610612750,91
20700424,1610612753,102
20700424,1610612748,101
20700425,1610612754,97
20700425,1610612765,96
20700423,1610612764,89
20700423,1610612751,89
20700429,1610612756,93
20700429,1610612746,95
20700427,1610612749,97
20700427,1610612741,97
20700432,1610612762,100
20700432,1610612747,101
20700428,1610612761,85
20700428,1610612759,85
20700433,1610612744,102
20700433,1610612743,103
20700442,1610612760,93
20700442,1610612750,93
20700438,1610612740,85
20700438,1610612739,85
20700435,1610612764,89
20700435,1610612748,91
20700439,1610612751,91
20700439,1610612749,91
20700434,1610612742,93
20700434,1610612737,93
20700437,1610612754,90
20700437,1610612765,91
20700441,1610612762,87
20700441,1610612738,87
20700440,1610612761,93
20700440,1610612745,92
20700436,1610612753,92
20700436,1610612766,92
20700447,1610612758,98
20700447,1610612756,97
20700445,1610612744,103
20700445,1610612743,105
20700444,1610612757,84
20700444,1610612755,84
20700443,1610612752,86
20700443,1610612741,86
20700448,1610612747,101
20700448,1610612738,101
20700446,1610612759,92
20700446,1610612763,91
20700456,1610612760,90
20700456,1610612755,90
20700449,1610612754,103
20700449,1610612766,102
20700453,1610612761,90
20700453,1610612740,91
20700454,1610612762,91
20700454,1610612757,91
20700451,1610612749,90
20700451,1610612765,88
20700452,1610612745,100
20700452,1610612744,101
20700455,1610612750,91
20700455,1610612746,91
20700450,1610612753,96
20700450,1610612741,96
20700458,1610612741,93
20700458,1610612766,93
20700457,1610612764,88
20700457,1610612765,87
20700465,1610612757,83
20700465,1610612750,83
20700466,1610612744,92
20700466,1610612742,94
20700461,1610612763,95
20700461,1610612754,95
20700467,1610612762,92
20700467,1610612755,91
20700464,1610612749,94
20700464,1610612748,93
20700460,1610612739,85
20700460,1610612737,86
20700459,1610612753,91
20700459,1610612751,90
20700468,1610612740,89
20700468,1610612746,88
20700462,1610612745,89
20700462,1610612738,90
20700463,1610612758,103
20700463,1610612752,104
20700470,1610612759,87
20700470,1610612743,88
20700471,1610612760,98
20700471,1610612756,100
20700469,1610612757,103
20700469,1610612741,103
20700472,1610612761,82
20700472,1610612765,84
20700478,1610612750,97
20700478,1610612743,97
20700479,1610612764,92
20700479,1610612749,91
20700481,1610612748,91
20700481,1610612742,90
20700474,1610612754,100
20700474,1610612737,99
20700477,1610612758,93
20700477,1610612739,92
20700473,1610612753,94
20700473,1610612745,93
20700475,1610612763,93
20700475,1610612738,94
20700476,1610612751,101
20700476,1610612766,101
20700482,1610612755,100
20700482,1610612747,102
20700480,1610612759,84
20700480,1610612752,85
20700483,1610612740,92
20700483,1610612744,93
20700484,1610612751,103
20700484,1610612737,103
20700489,1610612762,91
20700489,1610612757,90
20700485,1610612765,84
20700485,1610612738,84
20700487,1610612752,88
20700487,1610612745,90
20700488,1610612756,96
20700488,1610612740,94
20700486,1610612758,96
20700486,1610612741,94
20700495,1610612749,87
20700495,1610612766,86
20700494,1610612748,92
20700494,1610612763,93
20700490,1610612761,85
20700490,1610612739,86
20700491,1610612764,99
20700491,1610612760,98
20700492,1610612750,88
20700492,1610612742,88
20700496,1610612755,99
20700496,1610612743,101
20700493,1610612759,88
20700493,1610612746,88
20700497,1610612747,107
20700497,1610612754,106
20700498,1610612756,98
20700498,1610612743,99
20700499,1610612759,102
20700499,1610612744,102
20700502,1610612751,97
20700502,1610612766,96
20700504,1610612763,103
20700504,1610612747,103
20700501,1610612764,89
20700501,1610612745,90
20700505,1610612750,87
20700505,1610612748,86
20700508,1610612758,92
20700508,1610612753,92
20700507,1610612762,107
20700507,1610612754,106
20700503,1610612760,97
20700503,1610612739,99
20700506,1610612752,90
20700506,1610612741,89
20700500,1610612755,91
20700500,1610612749,89
20700509,1610612761,91
20700509,1610612755,90
20700515,1610612740,91
20700515,1610612747,92
20700514,1610612749,95
20700514,1610612748,94
20700516,1610612765,83
20700516,1610612742,85
20700510,1610612739,91
20700510,1610612737,90
20700518,1610612757,97
20700518,1610612744,97
20700519,1610612753,101
20700519,1610612746,100
20700511,1610612766,90
20700511,1610612738,89
20700512,1610612760,95
20700512,1610612751,94
20700517,1610612756,112
20700517,1610612754,112
20700513,1610612752,92
20700513,1610612745,91
20700521,1610612758,99
20700521,1610612763,100
20700522,1610612762,95
20700522,1610612756,95
20700520,1610612759,86
20700520,1610612765,85
20700533,1610612760,89
20700533,1610612742,89
20700528,1610612740,88
20700528,1610612748,88
20700530,1610612753,100
20700530,1610612743,100
20700526,1610612764,92
20700526,1610612737,93
20700529,1610612750,93
20700529,1610612745,93
20700527,1610612739,113
20700527,1610612766,111
20700524,1610612751,90
20700524,1610612738,90
20700525,1610612761,87
20700525,1610612752,87
20700531,1610612749,96
20700531,1610612747,95
20700532,1610612763,99
20700532,1610612744,100
20700523,1610612755,92
20700523,1610612741,92
20700535,1610612765,98
20700535,1610612766,96
20700534,1610612764,86
20700534,1610612738,85
20700539,1610612758,101
20700539,1610612754,100
20700537,1610612762,99
20700537,1610612753,99
20700540,1610612746,86
20700540,1610612742,87
20700538,1610612756,90
20700538,1610612749,90
20700536,1610612759,88
20700536,1610612750,88
20700541,1610612761,104
20700541,1610612757,102
20700542,1610612741,92
20700542,1610612737,92
20700543,1610612740,90
20700543,1610612745,89
20700544,1610612752,83
20700544,1610612765,83
20700546,1610612763,96
20700546,1610612747,96
20700545,1610612754,107
20700545,1610612744,108
20700553,1610612760,110
20700553,1610612747,112
20700547,1610612743,102
20700547,1610612766,101
20700552,1610612758,95
20700552,1610612742,95
20700551,1610612762,96
20700551,1610612749,95
20700548,1610612764,87
20700548,1610612738,89
20700549,1610612757,82
20700549,1610612751,83
20700550,1610612759,90
20700550,1610612755,89
20700558,1610612763,107
20700558,1610612739,108
20700559,1610612750,95
20700559,1610612744,96
20700554,1610612743,92
20700554,1610612737,92
20700557,1610612761,90
20700557,1610612765,92
20700560,1610612755,93
20700560,1610612745,94
20700555,1610612753,88
20700555,1610612741,87
20700561,1610612756,97
20700561,1610612746,96
20700556,1610612764,84
20700556,1610612752,85
20700563,1610612753,91
20700563,1610612766,93
20700562,1610612761,93
20700562,1610612758,93
20700569,1610612760,100
20700569,1610612740,99
20700568,1610612749,90
20700568,1610612737,91
20700565,1610612754,109
20700565,1610612744,109
20700564,1610612748,94
20700564,1610612741,94
20700566,1610612757,93
20700566,1610612738,93
20700567,1610612752,94
20700567,1610612751,93
20700571,1610612762,103
20700571,1610612743,105
20700572,1610612756,103
20700572,1610612747,102
20700570,1610612759,88
20700570,1610612739,86
20700578,1610612760,104
20700578,1610612763,103
20700573,1610612761,83
20700573,1610612737,84
20700574,1610612764,94
20700574,1610612752,95
20700579,1610612740,88
20700579,1610612766,88
20700580,1610612762,93
20700580,1610612746,92
20700577,1610612758,88
20700577,1610612765,89
20700575,1610612757,89
20700575,1610612748,89
20700576,1610612755,89
20700576,1610612738,88
20700581,1610612756,94
20700581,1610612750,94
20700582,1610612744,99
20700582,1610612741,99
20700584,1610612763,92
20700584,1610612766,93
20700592,1610612750,98
20700592,1610612743,97
20700589,1610612749,96
20700589,1610612744,97
20700591,1610612760,99
20700591,1610612742,100
20700586,1610612758,108
20700586,1610612754,107
20700587,1610612752,92
20700587,1610612748,93
20700590,1610612759,83
20700590,1610612745,82
20700585,1610612757,89
20700585,1610612753,89
20700593,1610612751,104
20700593,1610612746,103
20700588,1610612765,88
20700588,1610612741,88
20700583,1610612761,93
20700583,1610612755,92
20700594,1610612756,96
20700594,1610612751,96
20700597,1610612759,87
20700597,1610612766,87
20700604,1610612763,93
20700604,1610612741,91
20700601,1610612740,87
20700601,1610612749,86
20700596,1610612764,86
20700596,1610612742,85
20700599,1610612757,94
20700599,1610612737,96
20700606,1610612748,91
20700606,1610612739,90
20700600,1610612760,94
20700600,1610612745,93
20700605,1610612753,91
20700605,1610612765,90
20700602,1610612762,97
20700602,1610612746,97
20700595,1610612752,94
20700595,1610612738,94
20700607,1610612747,100
20700607,1610612743,100
20700603,1610612750,97
20700603,1610612744,98
20700598,1610612755,99
20700598,1610612754,99
20700609,1610612758,93
20700609,1610612751,93
20700608,1610612756,97
20700608,1610612749,96
20700620,1610612760,92
20700620,1610612745,91
20700611,1610612742,89
20700611,1610612766,88
20700614,1610612753,82
20700614,1610612763,84
20700615,1610612757,81
20700615,1610612740,81
20700616,1610612756,93
20700616,1610612750,92
20700619,1610612743,107
20700619,1610612737,106
20700612,1610612764,87
20700612,1610612739,89
20700621,1610612758,96
20700621,1610612746,96
20700613,1610612761,91
20700613,1610612738,91
20700617,1610612754,100
20700617,1610612741,101
20700618,1610612759,92
20700618,1610612747,93
20700610,1610612755,81
20700610,1610612765,80
20700623,1610612749,89
20700623,1610612754,90
20700622,1610612759,87
20700622,1610612748,89
20700624,1610612751,103
20700624,1610612744,103
20700637,1610612760,98
20700637,1610612737,98
20700625,1610612761,85
20700625,1610612749,86
20700631,1610612740,92
20700631,1610612746,91
20700626,1610612764,97
20700626,1610612763,96
20700634,1610612751,100
20700634,1610612743,100
20700633,1610612747,93
20700633,1610612742,94
20700635,1610612762,96
20700635,1610612758,97
20700636,1610612757,90
20700636,1610612745,92
20700630,1610612753,87
20700630,1610612765,89
20700627,1610612756,91
20700627,1610612739,91
20700628,1610612750,93
20700628,1610612738,93
